Timestamp,ID (HEX),Message Name,Data (HEX),Decoded Signals
1754858123.1258328,0xB,Unknown,19B559777FDE462F,
1754858123.1446857,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858123.1999645,0xA,Unknown,CDACADAFCB,
1754858123.2238705,0x2,Unknown,9A713EF9492EBA2B,
1754858123.2470138,0x244,Unknown,1F40800000000000,
1754858123.2778535,0x7,Unknown,66EB54A3AF721C2D,
1754858123.2884345,0x2F,Accelerator_Pedal_Operation,03D4,"{""Accelerator_Position"": 95.795}"
1754858123.290651,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858123.33085,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858123.3309164,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858123.3309534,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858123.339905,0x2F,Accelerator_Pedal_Operation,031E,"{""Accelerator_Position"": 78.00450000000001}"
1754858123.3399432,0x1A,Brake_Operation_Indicator,0118,"{""Brake_Percentage"": 27.37}"
1754858123.339962,0x58,Steering_Wheel_Operation,0199,"{""Steering_Angle"": -10.199999999999996}"
1754858123.3426592,0x0,Unknown,A047ECBDA539831A,
1754858123.3797123,0x1A0,Unknown,0000000000000001,
1754858123.4079602,0x5B,Unknown,634F88D2E1,
1754858123.4294515,0x8,Unknown,3FF9A399F68AC384,
1754858123.4804225,0x7,Unknown,EAAA3BA8E1E3BA8F,
1754858123.5521617,0x2,Unknown,1BD9D709BF2666BA,
1754858123.6094248,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858123.6128013,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858123.612856,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858123.61289,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858123.6220038,0x244,Unknown,1F40800000000000,
1754858123.6336348,0x0,Unknown,3C249C6ED72576D1,
1754858123.6980302,0xA,Unknown,FF8D7EFD53D2CBD6,
1754858123.73517,0x6EB,Unknown,4E5D95,
1754858123.7530313,0x3,Unknown,506ACA08BC172262,
1754858123.767856,0x8,Unknown,926ED0BE91681FBB,
1754858123.7953107,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858123.7953753,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858123.7954104,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858123.7999325,0x1A,Brake_Operation_Indicator,03BA,"{""Brake_Percentage"": 93.2535}"
1754858123.807748,0x7C5,Unknown,78583B271017,
1754858123.8147533,0x4F0,Unknown,0F01000000000000,
1754858123.8175719,0x2F,Accelerator_Pedal_Operation,031C,"{""Accelerator_Position"": 77.809}"
1754858123.8176222,0x1A,Brake_Operation_Indicator,014E,"{""Brake_Percentage"": 32.6485}"
1754858123.817642,0x58,Steering_Wheel_Operation,0175,"{""Steering_Angle"": -13.799999999999997}"
1754858123.8546042,0xB,Unknown,8F8D5C8874510AF1,
1754858123.8830435,0x2,Unknown,2EA1927CB1E85B3B,
1754858123.9299407,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858123.930005,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858123.9300404,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858123.9558725,0x2,Unknown,6E7F39ED57C7F827,
1754858123.99942,0x8,Unknown,210F696B313AC531,
1754858124.0447254,0xE,Unknown,C47B2589BBCAFF13,
1754858124.0682003,0x9,Unknown,EC1BE1F5C3F3B0A3,
1754858124.0953956,0x7,Unknown,68DD698B3AFEED61,
1754858124.095503,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858124.144788,0x9,Unknown,4763AA9456855784,
1754858124.162923,0x1DF,Unknown,FD,
1754858124.175002,0x2F,Accelerator_Pedal_Operation,0347,"{""Accelerator_Position"": 82.01225000000001}"
1754858124.1750515,0x1A,Brake_Operation_Indicator,00F3,"{""Brake_Percentage"": 23.75325}"
1754858124.1750712,0x58,Steering_Wheel_Operation,0150,"{""Steering_Angle"": -17.5}"
1754858124.215045,0x7,Unknown,F622EF7A59E7D9A8,
1754858124.24315,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858124.2749238,0x232,Unknown,6F36980B19,
1754858124.2844782,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858124.2912357,0x4F0,Unknown,0F01000000000000,
1754858124.2990942,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858124.2991657,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858124.2992053,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858124.3021967,0xB,Unknown,71D630FF2B224E93,
1754858124.3294232,0x689,Unknown,87CC5804E575E0BF,
1754858124.3764281,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858124.392589,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858124.3926718,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858124.3927145,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858124.393023,0x8,Unknown,2D6B85D13B73192E,
1754858124.4206626,0x2F,Accelerator_Pedal_Operation,033C,"{""Accelerator_Position"": 80.937}"
1754858124.4207008,0x1A,Brake_Operation_Indicator,00F6,"{""Brake_Percentage"": 24.0465}"
1754858124.4207199,0x58,Steering_Wheel_Operation,01C5,"{""Steering_Angle"": -5.799999999999997}"
1754858124.4289153,0x7,Unknown,97B5071E90A8BF11,
1754858124.44126,0x5C1,Unknown,,
1754858124.4629452,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858124.4663026,0x2,Unknown,9257C227CD435E4F,
1754858124.4908822,0x244,Unknown,1F40800000000000,
1754858124.5544896,0x0,Unknown,EB7F72DBAAA9E972,
1754858124.580582,0xB,Unknown,D42FFC09E06EA441,
1754858124.5895169,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858124.6066709,0x1A0,Unknown,0000000000000001,
1754858124.6079237,0x2F,Accelerator_Pedal_Operation,033B,"{""Accelerator_Position"": 80.83925}"
1754858124.6079636,0x1A,Brake_Operation_Indicator,00E1,"{""Brake_Percentage"": 21.993750000000002}"
1754858124.6079843,0x58,Steering_Wheel_Operation,020F,"{""Steering_Angle"": 1.6000000000000014}"
1754858124.6714947,0xF,Unknown,6C922006F16A2A55,
1754858124.708165,0x244,Unknown,1F40800000000000,
1754858124.7241154,0x2F,Accelerator_Pedal_Operation,0336,"{""Accelerator_Position"": 80.3505}"
1754858124.7241797,0x1A,Brake_Operation_Indicator,0087,"{""Brake_Percentage"": 13.196250000000001}"
1754858124.7242155,0x58,Steering_Wheel_Operation,0187,"{""Steering_Angle"": -12.0}"
1754858124.73559,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858124.7675774,0x7,Unknown,1738C319A5D2C22F,
1754858124.8418324,0x9,Unknown,3C8224C2DD753DAB,
1754858124.856284,0x77F,Unknown,4C188EC9EE172DD2,
1754858124.8727932,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858124.883421,0x9,Unknown,51B935B09467DB8F,
1754858124.8898468,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858124.8899062,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858124.8899434,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858124.8962471,0x2F,Accelerator_Pedal_Operation,0349,"{""Accelerator_Position"": 82.20775}"
1754858124.8962758,0x1A,Brake_Operation_Indicator,0048,"{""Brake_Percentage"": 7.038}"
1754858124.8962913,0x58,Steering_Wheel_Operation,0153,"{""Steering_Angle"": -17.200000000000003}"
1754858124.9030569,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858124.929601,0x3,Unknown,EE4CD113298306A6,
1754858124.963904,0x4F0,Unknown,0F01000000000000,
1754858125.0209358,0x7,Unknown,B9F52E39C33FE62A,
1754858125.0425777,0x6,Unknown,C09B7E33BF25B2D3,
1754858125.0612237,0x6C,Unknown,,
1754858125.0784895,0x5,Unknown,A3A8ABA8B74CB95C,
1754858125.0968285,0x1A0,Unknown,0000000000000001,
1754858125.113704,0x2,Unknown,02DC9CBE53CDDD8A,
1754858125.1682866,0xA,Unknown,5F642A3AEC464D81,
1754858125.2454097,0x35,Unknown,CCAE1E078302D8B3,
1754858125.260249,0x8,Unknown,57148B90A6D2CE89,
1754858125.262399,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858125.2656443,0x2,Unknown,7C4BE8237A67F18D,
1754858125.2738912,0x2F,Accelerator_Pedal_Operation,0340,"{""Accelerator_Position"": 81.328}"
1754858125.273925,0x1A,Brake_Operation_Indicator,0003,"{""Brake_Percentage"": 0.29325}"
1754858125.2739413,0x58,Steering_Wheel_Operation,010F,"{""Steering_Angle"": -24.0}"
1754858125.28854,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858125.2885785,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858125.2885988,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858125.2990794,0xF,Unknown,1D6DC1E443B52EC4,
1754858125.3255494,0xD,Unknown,1B80C44EA26C7F78,
1754858125.3477547,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858125.348347,0x9,Unknown,EEB6D78560F9BE11,
1754858125.4275,0x244,Unknown,1F40800000000000,
1754858125.4312053,0x3,Unknown,0E6CF92C7F6AC6AF,
1754858125.465829,0xE,Unknown,286CA7F7B0D87523,
1754858125.5192072,0x2,Unknown,78FA686EC5192454,
1754858125.5412595,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858125.5863864,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858125.5925443,0x9,Unknown,EB5131FF7DE570AA,
1754858125.5925596,0x2F,Accelerator_Pedal_Operation,0367,"{""Accelerator_Position"": 85.14025000000001}"
1754858125.5926056,0x1A,Brake_Operation_Indicator,0026,"{""Brake_Percentage"": 3.7145}"
1754858125.5926225,0x58,Steering_Wheel_Operation,0114,"{""Steering_Angle"": -23.5}"
1754858125.5936933,0x7,Unknown,9EFBB985ACD9F088,
1754858125.6498702,0xE,Unknown,608247A9F9DB8A3B,
1754858125.6500251,0x69A,Unknown,2060A19B91ED51,
1754858125.7156985,0x4FC,Unknown,F78F,
1754858125.7412686,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858125.741319,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858125.7413392,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858125.750215,0xB,Unknown,223F40E827476D54,
1754858125.794255,0x2F,Accelerator_Pedal_Operation,038B,"{""Accelerator_Position"": 88.65925}"
1754858125.7943025,0x1A,Brake_Operation_Indicator,03C3,"{""Brake_Percentage"": 94.13325}"
1754858125.794324,0x58,Steering_Wheel_Operation,016F,"{""Steering_Angle"": -14.399999999999999}"
1754858125.8165133,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858125.8165603,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858125.81658,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858125.8333337,0x244,Unknown,1F40800000000000,
1754858125.835857,0x5,Unknown,155DF8EC04B453EF,
1754858125.8534923,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858125.880836,0xA,Unknown,61219110CC576285,
1754858125.921129,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858125.9617965,0xF,Unknown,20D857B4FEBE13C9,
1754858125.9898112,0x780,Unknown,2F8967,
1754858126.027459,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858126.027506,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858126.0275247,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858126.0483694,0x6,Unknown,5450EFBBE4DBD144,
1754858126.0964093,0xF,Unknown,E88CFF7D711E1E1B,
1754858126.1713076,0x548,Unknown,F786BCE261,
1754858126.1957753,0x0,Unknown,C3D86560C7DB6BD6,
1754858126.2144384,0x5,Unknown,F9F664B90A4B96C6,
1754858126.2185795,0x2F,Accelerator_Pedal_Operation,039D,"{""Accelerator_Position"": 90.41875}"
1754858126.2186255,0x1A,Brake_Operation_Indicator,039D,"{""Brake_Percentage"": 90.41875}"
1754858126.2186458,0x58,Steering_Wheel_Operation,0103,"{""Steering_Angle"": -25.2}"
1754858126.2628062,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858126.289837,0x8,Unknown,289C92D6BEFE88C0,
1754858126.2902682,0x4F0,Unknown,0F01000000000000,
1754858126.3209517,0x6,Unknown,34A77DE1FC521173,
1754858126.323791,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858126.3991024,0x3,Unknown,6514E1BFB28E773A,
1754858126.456827,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858126.4568746,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858126.456895,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858126.4683647,0x6,Unknown,F5E81866AE28510D,
1754858126.5002596,0x54B,Unknown,9C5ABE635AEA,
1754858126.5166998,0x244,Unknown,1F40800000000000,
1754858126.5418713,0xB,Unknown,28D020A56AC077A7,
1754858126.5617983,0x2F,Accelerator_Pedal_Operation,0370,"{""Accelerator_Position"": 86.02000000000001}"
1754858126.5618382,0x1A,Brake_Operation_Indicator,034C,"{""Brake_Percentage"": 82.501}"
1754858126.5618572,0x58,Steering_Wheel_Operation,0117,"{""Steering_Angle"": -23.2}"
1754858126.5720546,0x8,Unknown,CB6F533920FC2628,
1754858126.5829449,0xA,Unknown,6FF34AB2CA4CEFD0,
1754858126.6230488,0xE,Unknown,0A5C88008383FA4E,
1754858126.6418493,0x5,Unknown,137973488C2B9CCE,
1754858126.6816757,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858126.702171,0x10,Unknown,D0254C756F817BE0,
1754858126.722012,0x2E9,Unknown,36,
1754858126.7297888,0x1A0,Unknown,0000000000000001,
1754858126.7741754,0x4,Unknown,2695D5C58615DE8A,
1754858126.8119032,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858126.811956,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858126.811975,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858126.8363962,0xB,Unknown,07D4B142D8E6,
1754858126.8536382,0xC,Unknown,C44074D999F50D83,
1754858126.8808985,0x2F,Accelerator_Pedal_Operation,038D,"{""Accelerator_Position"": 88.85475000000001}"
1754858126.8809397,0x1A,Brake_Operation_Indicator,0386,"{""Brake_Percentage"": 88.1705}"
1754858126.881017,0x58,Steering_Wheel_Operation,0159,"{""Steering_Angle"": -16.6}"
1754858126.9129345,0xA,Unknown,50329B923C3B56B1,
1754858126.9439406,0x7EE,Unknown,FBC2FAE3410AD4,
1754858126.9704287,0xE,Unknown,E8FEB683611A6418,
1754858127.0216892,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858127.0292346,0x7,Unknown,060751D2740E9F40,
1754858127.037854,0xC,Unknown,F5B28DACD3DC03B9,
1754858127.114625,0x6,Unknown,76A0D655E050D6F5,
1754858127.1204486,0x1,Unknown,63FFCDDB8DFEC267,
1754858127.1620436,0xC,Unknown,87E866AD891AC22E,
1754858127.1732395,0x1A0,Unknown,0000000000000001,
1754858127.192781,0x4,Unknown,BD0858A38785684E,
1754858127.2496533,0x2F,Accelerator_Pedal_Operation,038B,"{""Accelerator_Position"": 88.65925}"
1754858127.2497034,0x1A,Brake_Operation_Indicator,0326,"{""Brake_Percentage"": 78.7865}"
1754858127.2497253,0x58,Steering_Wheel_Operation,0143,"{""Steering_Angle"": -18.799999999999997}"
1754858127.2690666,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858127.269114,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858127.2692657,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858127.2849467,0x1A0,Unknown,0000000000000001,
1754858127.2868066,0xF,Unknown,FC7ACA2CD3F8FCBF,
1754858127.3197794,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858127.3608975,0x8,Unknown,F061B308E5B7726B,
1754858127.3929956,0x1A3,Unknown,445DDBA140,
1754858127.422017,0x1A0,Unknown,0000000000000001,
1754858127.4546251,0x3,Unknown,59DFF2529071FD9F,
1754858127.4739914,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858127.503634,0x2F,Accelerator_Pedal_Operation,03BC,"{""Accelerator_Position"": 93.449}"
1754858127.5036783,0x1A,Brake_Operation_Indicator,0327,"{""Brake_Percentage"": 78.88425000000001}"
1754858127.503698,0x58,Steering_Wheel_Operation,0117,"{""Steering_Angle"": -23.2}"
1754858127.5324986,0xE,Unknown,E02134599590A102,
1754858127.563245,0x7,Unknown,620DA928DF25AE3A,
1754858127.5785184,0x1A0,Unknown,0000000000000001,
1754858127.6029863,0xF,Unknown,941D7D528D210EEB,
1754858127.6344478,0x1,Unknown,0AD1945C3DE2FF30,
1754858127.6775453,0x1,Unknown,72D4A977C651371F,
1754858127.69784,0x1D7,Unknown,1EF7E13A92,
1754858127.7494566,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858127.754893,0x4,Unknown,35E3B36ADF79150C,
1754858127.7658985,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858127.7659616,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858127.7659829,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858127.7848291,0xA,Unknown,DDCAED256C29EB56,
1754858127.8006217,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858127.8222966,0x98,Horn_Switch,74311259F45CE4AD,DLC_MISMATCH_FOR_DECODING
1754858127.8447344,0xB,Unknown,DC9E3E0A94AF88E4,
1754858127.87872,0x244,Unknown,1F40800000000000,
1754858127.8867276,0xB,Unknown,4014BEB1704BD8D6,
1754858127.9296932,0x4,Unknown,02C6B6163D0D6017,
1754858127.9385579,0x2F,Accelerator_Pedal_Operation,03A0,"{""Accelerator_Position"": 90.712}"
1754858127.9386237,0x1A,Brake_Operation_Indicator,02C8,"{""Brake_Percentage"": 69.598}"
1754858127.9386482,0x58,Steering_Wheel_Operation,012A,"{""Steering_Angle"": -21.3}"
1754858127.9946077,0x699,Unknown,8243089B3353,
1754858128.022924,0xA,Unknown,F201332E95923C56,
1754858128.045799,0xC,Unknown,1CCB1917A12E2DB8,
1754858128.0729873,0x4F0,Unknown,0F01000000000000,
1754858128.1278965,0x1,Unknown,DD45CA202506FC36,
1754858128.162948,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858128.2180295,0x5,Unknown,A469FCD8646F9743,
1754858128.2299368,0x4F0,Unknown,0F01000000000000,
1754858128.25088,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858128.2509508,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858128.2509785,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858128.3009987,0xF,Unknown,9ACB649D628E3D95,
1754858128.3679783,0x4,Unknown,825CB30C0D879F65,
1754858128.4029396,0x3,Unknown,977C405A25673DB1,
1754858128.4233232,0x2F,Accelerator_Pedal_Operation,0381,"{""Accelerator_Position"": 87.68175000000001}"
1754858128.4233687,0x1A,Brake_Operation_Indicator,0308,"{""Brake_Percentage"": 75.854}"
1754858128.423388,0x58,Steering_Wheel_Operation,01B7,"{""Steering_Angle"": -7.199999999999996}"
1754858128.4726658,0x136,Unknown,382FCB52,
1754858128.47441,0x6,Unknown,2E3A9C0B6D447A19,
1754858128.4911172,0x2F,Accelerator_Pedal_Operation,03B1,"{""Accelerator_Position"": 92.37375}"
1754858128.491264,0x1A0,Unknown,0000000000000001,
1754858128.516289,0x10,Unknown,B559EFA508661C10,
1754858128.5464282,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858128.5697722,0x10,Unknown,E51D81CD1C882BAA,
1754858128.5864773,0x0,Unknown,BED622E2A308EBDB,
1754858128.6586971,0x2F,Accelerator_Pedal_Operation,0390,"{""Accelerator_Position"": 89.148}"
1754858128.658742,0x1A,Brake_Operation_Indicator,0353,"{""Brake_Percentage"": 83.18525}"
1754858128.6587615,0x58,Steering_Wheel_Operation,0161,"{""Steering_Angle"": -15.799999999999997}"
1754858128.6640763,0x52D,Unknown,1FC759D4,
1754858128.6723926,0x1,Unknown,99F7D5B4E277E337,
1754858128.6829884,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858128.6830337,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858128.6830525,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
1754858128.6892314,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858128.7300909,0xC,Unknown,F06AC43C290F5815,
1754858128.8050392,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858128.8193362,0x8,Unknown,4AD7A1E5C8EFB4A2,
1754858128.8203404,0x4F0,Unknown,0F01000000000000,
1754858128.8298035,0x9,Unknown,0A271B1608ADDDBA,
1754858128.8945587,0x2F,Accelerator_Pedal_Operation,039D,"{""Accelerator_Position"": 90.41875}"
1754858128.8946264,0x1A,Brake_Operation_Indicator,0327,"{""Brake_Percentage"": 78.88425000000001}"
1754858128.8946552,0x58,Steering_Wheel_Operation,0187,"{""Steering_Angle"": -12.0}"
1754858128.9072196,0xD,Unknown,0716255DF6282F79,
1754858128.936074,0x222,Unknown,D1FE8094C8CA45,
1754858128.937626,0x43,Engine_RPM_Speed,17700082,"{""Engine_RPM"": 6000, ""Vehicle_Speed"": 130}"
1754858128.9552019,0x5,Unknown,FC02F8A556BE01AC,
1754858128.964893,0x4,Unknown,E74270A3CF5CCB0E,
1754858128.9774616,0xC,Unknown,2E9C327BF3642ACD,
1754858129.065012,0x1A0,Unknown,0000000000000001,
1754858129.0663671,0xE,Unknown,1CD2467D1AEA6E58,
1754858129.070899,0x8D,Turn_Signal_Indicator,00,"{""Hazard_Active"": 0, ""Right_Turn_Active"": 0, ""Left_Turn_Active"": 0}"
1754858129.0709429,0xA2,Horn_Operation,00,"{""Horn_Active"": 0}"
1754858129.0709617,0x290,Door_Status,0001,"{""Rear_Right_Door_Open"": 0, ""Rear_Left_Door_Open"": 0, ""Passenger_Door_Open"": 0, ""Driver_Door_Open"": 0, ""All_Doors_Locked"": 1}"
